Location,Crossnumber,TrialName,FemalePlotName,FemaleGenotype,Cycle,MaleGenotype,MalePlotName,First Pollination Date,Number of Repeats,Bunch Harvest Date,Seed Extraction Date,Total Seeds,Good Seeds,Embryo Rescue Date,Number of Embryo Rescued,Number of Embryo Germinating,Germination Date,FemalePloidy,FemaleLink,MalePloidy,MaleLink
Arusha,NM201807_(136619C2/136460),2016 NM_Pollination block,136619,ITC1468-kahuti,2,ITC0712-Aacv_Rose,136460,2018-07-30,5,2018-12-10,2019-01-02,5,2,2019-01-11,2,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201807_(136620C2/136357),2016 NM_Pollination block,136620,Mchare Laini,2,ITC0609-Pahang,136357,2018-07-17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201807_(136632C2/136357),2016 NM_Pollination block,136632,ITC1460-Ijihu_nkundu,2,ITC0609-Pahang,136357,2018-07-17,7,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/163414/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201807_(136661C2/136460),2016 NM_Pollination block,136661,ITC1468-kahuti,2,ITC0712-Aacv_Rose,136460,2018-07-17,8,2018-12-11,2019-01-02,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201807_(136670C2/136460),2016 NM_Pollination block,136670,Huti white,2,ITC0712-Aacv_Rose,136460,2018-07-04,3,2019-01-09,2019-01-15,3,2,2019-02-28,2,2,2019-03-01,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201807_(136673C2/136460),2016 NM_Pollination block,136673,ITC1468-kahuti,2,ITC0712-Aacv_Rose,136460,2018-07-25,8,2018-12-10,2019-01-02,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201807_(136675C2/136357),2016 NM_Pollination block,136675,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,136357,2018-07-24,4,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201807_(136713C2/136357),2016 NM_Pollination block,136713,ITC1468-kahuti,2,ITC0609-Pahang,136357,2018-07-25,8,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201807_477,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot632r31c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-03,NA,2019-01-02,2019-01-09,6,2,2019-01-11,2,2,2019-02-12,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_483,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot380r19c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-06,NA,2018-12-04,2018-12-13,5,2,2019-01-11,2,1,2019-01-28,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_484,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot125r6c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-09,NA,2019-01-02,2019-01-09,6,2,2019-01-11,2,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_485,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot503r24c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-09,NA,2019-01-02,2019-01-09,2,0,2019-01-28,0,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_486,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot799r39c1,Huti white,NA,ITC0425-SH-3142,NA,2018-07-09,NA,2018-12-24,2018-12-31,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_490,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot83r4c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-12,NA,2019-01-21,2019-01-28,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_491,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot44r3c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-12,NA,2018-12-31,2019-01-15,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_495,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot127r7c1,Huti white,NA,ITC0249-Calcutta 4,NA,2018-07-16,NA,2019-01-14,2019-01-24,4,4,2019-01-28,4,4,2019-02-12,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM201807_496,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot420r20c1,Huti white,NA,ITC0249-Calcutta 4,NA,2018-07-16,NA,2019-01-02,2019-01-09,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM201807_498,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot506r25c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-17,NA,2019-01-02,2019-01-15,6,5,2019-01-28,5,4,2019-02-12,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_500,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot128r7c2,Huti white,NA,ITC0253-Borneo,NA,2018-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123372/view>view</a>
Arusha,NM201807_503,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot296r15c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-20,NA,2019-01-02,2019-01-24,3,1,2019-01-28,1,1,2019-02-12,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_505,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot421r21c1,Huti white,NA,ITC0249-Calcutta 4,NA,2018-07-26,NA,2018-12-24,2018-12-31,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,NA
Arusha,NM201807_507,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot378r18c1,Huti white,NA,ITC0425-SH-3142,NA,2018-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201807_508,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot464r23c2,Huti white,NA,ITC0425-SH-3142,NA,2018-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201808_(136454C2/136490),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot370_r18c9,ITC1455-Mchare Mlelembo,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot42_r2c1,2018-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201808_(136454C2/136706),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot370_r18c9,ITC1455-Mchare Mlelembo,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-08-16,6,2019-01-23,2019-01-30,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201808_(136497C2/136460),2016 NM_Pollination block,136497,ITC1468-kahuti,2,ITC0712-Aacv_Rose,136460,2018-08-10,2,2018-12-31,2019-01-15,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201808_(136540C2/136510),2016 NM_Pollination block,136540,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,136510,2018-08-02,3,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201808_(136540C3/136653),2016 NM_Pollination block,136540,ITC1455-Mchare Mlelembo,3,ITC0609-Pahang,136653,2018-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201808_(136571C2/136510),2016 NM_Pollination block,136571,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,136510,2018-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201808_(136601C2/136328),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201808_(136601C2/136706),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-08-16,6,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201808_517,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot170r9c2,Huti white,NA,ITC0425-SH-3142,NA,2018-08-06,NA,2019-01-15,2019-01-24,9,4,2019-01-28,4,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201808_521,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot212r11c2,Huti white,NA,ITC0425-SH-3142,NA,2018-08-10,NA,2019-01-15,2019-01-25,7,4,2019-01-28,4,2,2019-02-12,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201808_522,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot377r18c2,Huti white,NA,ITC0425-SH-3142,NA,2018-08-10,NA,2019-01-02,2019-01-09,2,1,2019-01-11,1,1,2019-02-12,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201808_530,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot1r1c1,Huti white,NA,ITC0425-SH-3142,NA,2018-08-20,NA,2019-01-02,2019-01-25,12,7,2018-12-28,7,6,2019-02-12,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201808_531,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot461r22c2,Huti white,NA,ITC0425-SH-3142,NA,2018-08-20,NA,2019-01-12,2019-01-21,12,8,2019-01-28,8,3,2019-02-20,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,NA,<a  target=_blank href=https://musabase.org/stock/123375/view>view</a>
Arusha,NM201809_(136293C2/136357),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot16_r1c16,ITC1468-kahuti,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-09-11,2,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136301C2/136295),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-28,4,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(136330C2/136283),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot15_r1c15,ITC1468-kahuti,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot127_r7c1,2018-09-19,4,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136371C2/136328),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot412_r20c9,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-09-12,3,2019-01-15,2019-01-25,3,3,2019-01-28,3,1,2019-02-20,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136395C2/136460),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot5_r1c5,ITC1468-kahuti,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-09-10,4,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(136417C2/136328),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot430_r21c10,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-09-12,3,2018-12-19,2018-12-26,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136423C2/136653),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot415_r20c6,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot210_r10c1,2018-09-04,6,2018-12-03,2018-12-10,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136443C2/136510),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot417_r20c4,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-27,5,2019-02-07,2019-02-20,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136444C2/136295),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot12_r1c12,ITC1468-kahuti,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-28,3,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(136458C2/136510),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot402_r20c19,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136463C2/136490),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot416_r20c5,ITC1455-Mchare Mlelembo,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot42_r2c1,2018-09-04,6,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(136487C2/136510),2016 NM_Pollination block,16NM_MchareLaini_plot269_r13c17,Mchare Laini,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-12,3,2019-01-23,2019-01-30,0,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136506C2/136599),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot317_r16c20,ITC1460-Ijihu_nkundu,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot126_r6c1,2018-09-12,8,2020-11-17,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/163414/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(136525C2/136357),2016 NM_Pollination block,16NM_MchareLaini_plot272_r13c20,Mchare Laini,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-09-28,7,2019-02-07,2019-02-22,3,2,2019-03-21,2,1,2019-05-02,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136617C2/136460),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot7_r1c7,ITC1468-kahuti,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-09-25,8,2019-02-07,2019-02-20,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(136622C2/136510),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot99_r5c15,ITC1468-kahuti,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-27,6,2019-02-27,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136636C2/136706),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot10_r1c10,ITC1468-kahuti,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-09-14,8,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(136686C2/136510),2016 NM_Pollination block,16NM_MchareLaini_plot192_r10c19,Mchare Laini,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-26,7,2019-02-19,2019-02-28,9,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_(136689C2/136295),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot59_r3c17,ITC1468-kahuti,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-19,6,2019-01-23,2019-01-30,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_(153086C1/161582),NM_Mcharepollinationblock2,16NM_Huti-white_plot209r10c2,Huti white,1,ITC0712-Aacv_Rose,Males_ITCO712_Cv_Rose_r2c1_plot22,2018-09-25,6,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_538,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot2r1c2,Huti white,NA,ITC0609-Pahang,NA,2018-09-03,NA,2019-02-18,2019-02-22,173,149,2019-02-26,149,74,2019-03-13,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201809_552,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot209r10c2,Huti white,NA,ITC0712-Aacv_Rose,NA,2018-09-24,NA,2019-03-07,2019-03-20,29,12,2019-03-21,12,7,2019-05-02,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201809_553,2017_Mcharepollinationblock2_NM,16NM_Huti-white_plot338r17c2,Huti white,NA,ITC0253-Borneo,NA,2018-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65043/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123372/view>view</a>
Arusha,NM201810_(136294C2/161548),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot55_r3c13,ITC1468-kahuti,2,ITC0609-Pahang,Males_ITC0609_Pahang_r1c11_plot19,2018-10-03,3,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201810_(136300C2/136460),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot57_r3c15,ITC1468-kahuti,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-01,4,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201810_(136301C2/136653),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot210_r10c1,2018-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/65887/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201810_(136309C2/136460),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot31_r2c12,ITC1468-kahuti,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-08,4,2019-01-23,2019-02-15,2,2,2019-02-26,2,1,2019-04-25,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Arusha,NM201810_(136311C2/136510),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot11_r1c11,ITC1468-kahuti,2,ITC0609-Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-10-02,7,2019-02-07,2019-02-14,0,NA,NA,NA,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/64970/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/123370/view>view</a>
Arusha,NM201810_(136316C2/136460),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot292_r14c3,ITC1460-Ijihu_nkundu,2,ITC0712-Aacv_Rose,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-09,4,2019-01-24,2019-01-31,54,34,2019-02-07,34,NA,NA,2X,<a  target=_blank href=https://musabase.org/stock/163414/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
